symbol,entry_date,exit_date,entry_alloc,exit_value,pnl,pnl_pct,entry_day_ret,still_open
JNJ,2025-09-12,2025-09-17,3333.33,3316.77,-16.56,-0.50,0.001739,False
AAPL,2025-09-15,2025-09-23,3333.33,3572.03,238.69,7.16,-0.001138,False
BBD-B.TO,2025-09-16,2025-09-18,3333.33,3445.69,112.36,3.37,-0.001537,False
PANW,2025-09-16,2025-09-18,3333.33,3378.80,45.47,1.36,-0.000704,False
AMAT,2025-09-16,2025-09-19,3333.33,3650.95,317.62,9.53,0.005605,False
PM,2025-09-16,2025-10-03,3333.33,3245.99,-87.34,-2.62,0.005113,False
PLD,2025-09-16,2025-10-06,3333.33,3416.15,82.82,2.48,0.001270,False
AMT,2025-09-16,2025-10-07,3333.33,3270.30,-63.03,-1.89,0.012596,False
COP,2025-09-17,2025-09-18,3333.33,3320.02,-13.32,-0.40,-0.001902,False
IYW,2025-09-17,2025-09-19,3333.33,3383.77,50.43,1.51,-0.003477,False
LMT,2025-09-17,2025-09-19,3333.33,3329.01,-4.32,-0.13,-0.003352,False
PGR,2025-09-17,2025-09-26,3333.33,3369.32,35.98,1.08,0.009423,False
PCG,2025-09-18,2025-09-22,3333.33,3253.71,-79.62,-2.39,-0.018512,False
COST,2025-09-18,2025-09-29,3333.33,3210.45,-122.88,-3.69,-0.004501,False
ADBE,2025-09-18,2025-10-01,3333.33,3175.73,-157.60,-4.73,0.001440,False
BBD-B.TO,2025-09-19,2025-09-22,3333.33,3401.41,68.08,2.04,0.017657,False
MU,2025-09-19,2025-09-22,3333.33,3362.08,28.75,0.86,-0.000106,False
AI,2025-09-19,2025-09-25,3333.33,3277.50,-55.83,-1.67,-0.006250,False
COP,2025-09-19,2025-09-25,3333.33,3378.69,45.35,1.36,-0.018044,False
SCHD,2025-09-19,2025-10-02,3333.33,3356.66,23.33,0.70,-0.005912,False
FDX,2025-09-19,2025-10-07,3333.33,3588.90,255.57,7.67,0.013649,False
AMAT,2025-09-22,2025-09-23,3333.33,3460.32,126.99,3.81,0.034732,False
QCOM,2025-09-22,2025-09-23,3333.33,3386.47,53.14,1.59,0.015404,False
CAT,2025-09-22,2025-09-23,3333.33,3371.11,37.78,1.13,0.009124,False
MSFT,2025-09-22,2025-09-24,3333.33,3303.86,-29.47,-0.88,-0.001934,False
JNJ,2025-09-22,2025-09-24,3333.33,3334.18,0.85,0.03,-0.009575,False
AVGO,2025-09-22,2025-10-06,3333.33,3277.02,-56.31,-1.69,-0.009446,False
IYW,2025-09-23,2025-09-24,3333.33,3314.46,-18.88,-0.57,-0.007792,False
BBD-B.TO,2025-09-23,2025-09-24,3333.33,3245.51,-87.83,-2.63,-0.029032,False
JPM,2025-09-23,2025-09-29,3333.33,3382.27,48.94,1.47,0.002578,False
PCG,2025-09-23,2025-09-30,3333.33,3385.59,52.25,1.57,-0.002460,False
NEE,2025-09-23,2025-10-02,3333.33,3604.00,270.67,8.12,0.002732,False
IR,2025-09-23,2025-10-10,3333.33,3214.20,-119.14,-3.57,-0.009568,False
AMAT,2025-09-24,2025-09-25,3333.33,3332.74,-0.60,-0.02,0.010565,False
QCOM,2025-09-24,2025-09-25,3333.33,3371.37,38.04,1.14,0.023774,False
CAT,2025-09-24,2025-09-25,3333.33,3283.17,-50.16,-1.50,-0.005481,False
AAPL,2025-09-24,2025-09-26,3333.33,3320.12,-13.21,-0.40,-0.010299,False
SLB,2025-09-24,2025-09-26,3333.33,3328.98,-4.35,-0.13,-0.005224,False
DUK,2025-09-24,2025-09-26,3333.33,3312.48,-20.85,-0.63,0.004656,False
IYW,2025-09-25,2025-09-26,3333.33,3359.09,25.76,0.77,0.006936,False
ASML,2025-09-25,2025-09-26,3333.33,3357.89,24.56,0.74,0.010400,False
MSFT,2025-09-25,2025-09-30,3333.33,3361.52,28.19,0.85,-0.002174,False
MU,2025-09-25,2025-10-01,3333.33,3484.45,151.12,4.53,-0.003092,False
JCI,2025-09-25,2025-10-14,3333.33,3315.64,-17.70,-0.53,0.001180,False
AMAT,2025-09-26,2025-09-29,3333.33,3427.96,94.62,2.84,0.017552,False
WMT,2025-09-26,2025-10-02,3333.33,3292.01,-41.32,-1.24,0.002427,False
UNH,2025-09-26,2025-10-06,3333.33,3445.21,111.88,3.36,-0.009864,False
QCOM,2025-09-26,2025-10-08,3333.33,3272.39,-60.95,-1.83,-0.002551,False
J,2025-09-26,2025-10-09,3333.33,3546.59,213.25,6.40,0.004618,False
ASML,2025-09-29,2025-09-30,3333.33,3346.40,13.07,0.39,-0.001019,False
PGR,2025-09-29,2025-10-01,3333.33,3349.46,16.13,0.48,-0.000440,False
AAPL,2025-09-29,2025-10-03,3333.33,3334.60,1.27,0.04,-0.000450,False
ORLY,2025-09-29,2025-10-03,3333.33,3292.10,-41.23,-1.24,0.011024,False
PCAR,2025-09-29,2025-10-03,3333.33,3296.46,-36.88,-1.11,-0.006691,False
AMAT,2025-09-30,2025-10-01,3333.33,3338.85,5.51,0.17,0.001654,False
IYW,2025-09-30,2025-10-02,3333.33,3392.00,58.67,1.76,0.004296,False
COST,2025-09-30,2025-10-10,3333.33,3420.93,87.59,2.63,0.008750,False
BBD-B.TO,2025-10-01,2025-10-02,3333.33,3411.13,77.80,2.33,0.014187,False
SLB,2025-10-01,2025-10-02,3333.33,3398.10,64.77,1.94,0.022844,False
ASML,2025-10-01,2025-10-02,3333.33,3554.98,221.64,6.65,0.034121,False
COP,2025-10-01,2025-10-06,3333.33,3349.52,16.18,0.49,0.011329,False
ROK,2025-10-01,2025-10-07,3333.33,3346.70,13.37,0.40,0.004434,False
JNJ,2025-10-02,2025-10-03,3333.33,3379.18,45.85,1.38,0.008578,False
MU,2025-10-02,2025-10-03,3333.33,3339.35,6.01,0.18,-0.005966,False
AMD,2025-10-02,2025-10-07,3333.33,4179.78,846.45,25.39,0.005775,False
PGR,2025-10-02,2025-10-14,3333.33,3235.04,-98.30,-2.95,-0.003467,False
XOM,2025-10-02,2025-10-14,3333.33,3301.06,-32.27,-0.97,-0.005441,False
DUK,2025-10-02,2025-10-30,3333.33,3406.71,73.38,2.20,0.000510,False
IYW,2025-10-03,2025-10-06,3333.33,3351.34,18.01,0.54,-0.004903,False
BBD-B.TO,2025-10-03,2025-10-06,3333.33,3358.82,25.49,0.76,0.001923,False
NEE,2025-10-03,2025-10-06,3333.33,3398.41,65.07,1.95,0.018488,False
ASML,2025-10-03,2025-10-06,3333.33,3360.07,26.73,0.80,0.001036,False
PNW,2025-10-03,2025-10-06,3333.33,3391.41,58.07,1.74,0.016811,False
WMT,2025-10-03,2025-10-07,3333.33,3360.25,26.92,0.81,0.005354,False
SLB,2025-10-03,2025-10-08,3333.33,3348.28,14.94,0.45,-0.002901,False
IP,2025-10-06,2025-10-07,3333.33,3420.39,87.06,2.61,0.021352,False
PHM,2025-10-06,2025-10-08,3333.33,3170.09,-163.25,-4.90,-0.014588,False
ORLY,2025-10-06,2025-10-09,3333.33,3223.42,-109.91,-3.30,-0.013718,False
ORCL,2025-10-06,2025-10-09,3333.33,3329.99,-3.34,-0.10,-0.002442,False
AAPL,2025-10-06,2025-10-13,3333.33,3234.07,-99.26,-2.98,-0.004496,False
PCAR,2025-10-06,2025-10-13,3333.33,3197.70,-135.63,-4.07,0.003284,False
PEG,2025-10-06,2025-10-14,3333.33,3297.20,-36.13,-1.08,-0.007227,False
IYW,2025-10-07,2025-10-08,3333.33,3298.42,-34.92,-1.05,-0.011875,False
LMT,2025-10-07,2025-10-08,3333.33,3339.14,5.81,0.17,-0.005192,False
BBD-B.TO,2025-10-07,2025-10-08,3333.33,3231.26,-102.07,-3.06,-0.032886,False
NVDA,2025-10-07,2025-10-08,3333.33,3338.77,5.44,0.16,-0.005712,False
UNH,2025-10-07,2025-10-08,3333.33,3395.47,62.14,1.86,0.010535,False
NEE,2025-10-07,2025-10-08,3333.33,3354.05,20.72,0.62,0.000872,False
ASML,2025-10-07,2025-10-08,3333.33,3151.07,-182.26,-5.47,-0.034158,False
MU,2025-10-07,2025-10-08,3333.33,3242.29,-91.04,-2.73,-0.042692,False
ADBE,2025-10-07,2025-10-16,3333.33,3176.06,-157.28,-4.72,-0.010782,False
AMD,2025-10-08,2025-10-09,3333.33,3662.31,328.98,9.87,0.095566,False
LLY,2025-10-08,2025-10-09,3333.33,3339.29,5.96,0.18,-0.004529,False
PFE,2025-10-08,2025-10-10,3333.33,3200.62,-132.71,-3.98,-0.025399,False
ROK,2025-10-08,2025-10-13,3333.33,3270.72,-62.61,-1.88,0.006270,False
FDX,2025-10-08,2025-10-13,3333.33,3198.24,-135.10,-4.05,0.006393,False
JBHT,2025-10-08,2025-10-13,3333.33,3285.98,-47.35,-1.42,0.041409,False
IQV,2025-10-08,2025-10-22,3333.33,3605.25,271.92,8.16,0.002640,False
AMAT,2025-10-08,2025-10-23,3333.33,3452.51,119.18,3.58,0.032004,False
IRM,2025-10-08,2025-10-29,3333.33,3292.02,-41.31,-1.24,0.000764,False
UNH,2025-10-09,2025-10-10,3333.33,3308.02,-25.31,-0.76,-0.011754,False
NEE,2025-10-09,2025-10-10,3333.33,3313.44,-19.89,-0.60,-0.007993,False
PM,2025-10-09,2025-10-10,3333.33,3373.74,40.41,1.21,0.009107,False
AVGO,2025-10-09,2025-10-13,3333.33,3392.72,59.39,1.78,-0.001853,False
PH,2025-10-09,2025-10-21,3333.33,3267.57,-65.76,-1.97,-0.019051,False
META,2025-10-09,2025-10-23,3333.33,3401.86,68.53,2.06,0.019069,False
PNW,2025-10-09,2025-10-27,3333.33,3317.78,-15.55,-0.47,-0.006901,False
QCOM,2025-10-10,2025-10-13,3333.33,3173.26,-160.08,-4.80,-0.060800,False
AMD,2025-10-10,2025-10-13,3333.33,3172.14,-161.19,-4.84,-0.068746,False
IYW,2025-10-10,2025-10-14,3333.33,3236.87,-96.46,-2.89,-0.036976,False
WMT,2025-10-10,2025-10-14,3333.33,3392.04,58.71,1.76,-0.001849,False
LLY,2025-10-10,2025-10-15,3333.33,3187.71,-145.63,-4.37,-0.023534,False
JPM,2025-10-10,2025-10-16,3333.33,3330.28,-3.05,-0.09,-0.014082,False
COST,2025-10-14,2025-10-15,3333.33,3350.72,17.39,0.52,0.005681,False
AAPL,2025-10-14,2025-10-15,3333.33,3367.67,34.34,1.03,0.004171,False
JNJ,2025-10-14,2025-10-15,3333.33,3310.64,-22.69,-0.68,-0.009785,False
CAT,2025-10-14,2025-10-15,3333.33,3527.21,193.88,5.82,0.046520,False
FDX,2025-10-14,2025-10-15,3333.33,3431.34,98.00,2.94,0.026182,False
AVGO,2025-10-14,2025-10-16,3333.33,3388.78,55.44,1.66,-0.014962,False
ROK,2025-10-14,2025-10-16,3333.33,3498.12,164.78,4.94,0.022877,False
QCOM,2025-10-14,2025-10-21,3333.33,3470.61,137.28,4.12,0.013398,False
MU,2025-10-14,2025-10-21,3333.33,3599.83,266.50,8.00,0.000461,False
CVX,2025-10-14,2025-10-22,3333.33,3429.15,95.81,2.87,0.015322,False
TSM,2025-10-14,2025-10-22,3333.33,3307.98,-25.35,-0.76,0.000897,False
NVDA,2025-10-14,2025-10-23,3333.33,3263.85,-69.48,-2.08,-0.022714,False
ORLY,2025-10-14,2025-10-24,3333.33,3226.83,-106.50,-3.20,-0.000784,False
OXY,2025-10-14,2025-10-28,3333.33,3337.57,4.24,0.13,0.007209,False
PEP,2025-10-14,2025-10-30,3333.33,3286.01,-47.32,-1.42,0.017217,False
PGR,2025-10-15,2025-10-16,3333.33,3316.36,-16.98,-0.51,0.001319,False
AMD,2025-10-15,2025-10-16,3333.33,3519.78,186.44,5.59,0.065447,False
ABBV,2025-10-15,2025-10-20,3333.33,3382.34,49.01,1.47,-0.003791,False
IP,2025-10-15,2025-10-21,3333.33,3402.60,69.27,2.08,0.003848,False
KO,2025-10-15,2025-10-22,3333.33,3514.75,181.41,5.44,-0.002528,False
CCO.TO,2025-10-16,2025-10-20,3333.33,3118.01,-215.33,-6.46,-0.029202,False
AAPL,2025-10-16,2025-10-20,3333.33,3423.19,89.86,2.70,-0.002823,False
PLTR,2025-10-16,2025-10-22,3333.33,3335.83,2.50,0.07,-0.018300,False
MA,2025-10-16,2025-10-22,3333.33,3377.27,43.93,1.32,-0.020641,False
PCG,2025-10-16,2025-10-30,3333.33,3137.00,-196.33,-5.89,-0.015130,False
KLAC,2025-10-16,2025-11-10,3333.33,3666.94,333.60,10.01,-0.001119,False
ROK,2025-10-20,2025-10-21,3333.33,3345.61,12.28,0.37,0.007567,False
XOM,2025-10-20,2025-10-22,3333.33,3371.91,38.57,1.16,0.005586,False
COST,2025-10-20,2025-10-23,3333.33,3361.30,27.97,0.84,-0.000072,False
ADBE,2025-10-21,2025-10-22,3333.33,3433.75,100.42,3.01,0.035370,False
LMT,2025-10-21,2025-10-23,3333.33,3364.95,31.62,0.95,0.011906,False
CCO.TO,2025-10-21,2025-10-24,3333.33,3452.11,118.78,3.56,-0.007753,False
PGR,2025-10-21,2025-10-29,3333.33,3201.58,-131.75,-3.95,0.006513,False
MSFT,2025-10-21,2025-10-29,3333.33,3488.61,155.27,4.66,0.000272,False
BKSY,2025-10-22,2025-10-23,3333.33,3047.04,-286.29,-8.59,-0.097339,False
JNJ,2025-10-22,2025-10-23,3333.33,3342.03,8.70,0.26,0.004381,False
PAYC,2025-10-22,2025-10-23,3333.33,3274.42,-58.92,-1.77,-0.016002,False
GOOG,2025-10-22,2025-10-24,3333.33,3360.03,26.70,0.80,-0.008674,False
GS,2025-10-22,2025-10-24,3333.33,3330.56,-2.77,-0.08,-0.017524,False
AMD,2025-10-22,2025-10-27,3333.33,3598.74,265.40,7.96,-0.025064,False
MU,2025-10-22,2025-10-27,3333.33,3666.98,333.65,10.01,-0.016771,False
CAT,2025-10-22,2025-10-30,3333.33,3620.52,287.19,8.62,-0.019524,False
PLTR,2025-10-23,2025-10-24,3333.33,3459.63,126.30,3.79,0.025659,False
XOM,2025-10-23,2025-10-24,3333.33,3326.06,-7.27,-0.22,-0.005065,False
LULU,2025-10-23,2025-10-28,3333.33,3380.83,47.50,1.42,0.002550,False
TSLA,2025-10-23,2025-10-30,3333.33,3540.33,207.00,6.21,0.057960,False
KO,2025-10-23,2025-10-30,3333.33,3233.32,-100.02,-3.00,-0.011061,False
UNH,2025-10-23,2025-10-31,3333.33,3241.87,-91.47,-2.74,0.011942,False
DE,2025-10-23,2025-10-31,3333.33,3320.77,-12.56,-0.38,0.007309,False
SLB,2025-10-23,2025-11-21,3333.33,3291.98,-41.35,-1.24,0.009305,False
SOFI,2025-10-24,2025-10-27,3333.33,3456.92,123.59,3.71,0.005297,False
EOG,2025-10-24,2025-10-27,3333.33,3307.91,-25.43,-0.76,-0.013432,False
AMZN,2025-10-24,2025-10-29,3333.33,3462.67,129.33,3.88,0.008960,False
AI,2025-10-24,2025-10-31,3333.33,3122.32,-211.01,-6.33,-0.022609,False
ABBV,2025-10-24,2025-11-03,3333.33,3175.61,-157.73,-4.73,-0.003089,False
AMAT,2025-10-24,2025-11-12,3333.33,3362.69,29.36,0.88,-0.000987,False
PLTR,2025-10-27,2025-10-28,3333.33,3341.52,8.18,0.25,0.001011,False
GOOG,2025-10-27,2025-10-28,3333.33,3387.72,54.38,1.63,0.015405,False
IYW,2025-10-27,2025-10-29,3333.33,3405.33,72.00,2.16,0.004883,False
V,2025-10-27,2025-10-29,3333.33,3307.44,-25.90,-0.78,-0.003056,False
SCHD,2025-10-27,2025-11-04,3333.33,3252.25,-81.09,-2.43,0.000666,False
AVGO,2025-10-28,2025-10-30,3333.33,3527.76,194.43,5.83,0.025387,False
NFLX,2025-10-28,2025-10-30,3333.33,3334.43,1.09,0.03,0.006970,False
XOM,2025-10-28,2025-11-03,3333.33,3307.89,-25.45,-0.76,-0.003547,False
LMT,2025-10-28,2025-11-04,3333.33,3321.66,-11.67,-0.35,-0.001100,False
ORCL,2025-10-29,2025-10-30,3333.33,3200.84,-132.49,-3.97,-0.019249,False
SOFI,2025-10-29,2025-10-31,3333.33,3162.19,-171.15,-5.13,-0.016925,False
MA,2025-10-29,2025-11-04,3333.33,3245.03,-88.30,-2.65,-0.011117,False
INCY,2025-10-29,2025-11-04,3333.33,3670.65,337.32,10.12,-0.012796,False
ROK,2025-10-29,2025-11-11,3333.33,3558.90,225.56,6.77,0.012050,False
OXY,2025-10-29,2025-11-13,3333.33,3433.45,100.11,3.00,-0.004858,False
JPM,2025-10-30,2025-10-31,3333.33,3360.03,26.70,0.80,0.010632,False
MU,2025-10-30,2025-10-31,3333.33,3355.05,21.71,0.65,-0.008251,False
IYW,2025-10-30,2025-11-03,3333.33,3340.63,7.29,0.22,-0.006985,False
UPS,2025-10-30,2025-11-03,3333.33,3312.71,-20.63,-0.62,-0.018657,False
PNR,2025-10-30,2025-11-03,3333.33,3292.04,-41.29,-1.24,-0.001829,False
ISRG,2025-10-30,2025-11-04,3333.33,3390.51,57.17,1.72,-0.006960,False
ADBE,2025-10-30,2025-11-05,3333.33,3285.51,-47.82,-1.43,0.002669,False
INTC,2025-10-30,2025-11-05,3333.33,3075.75,-257.59,-7.73,-0.017632,False
PLTR,2025-10-31,2025-11-03,3333.33,3423.15,89.82,2.69,0.005855,False
OTIS,2025-10-31,2025-11-03,3333.33,3351.46,18.13,0.54,0.009419,False
AVGO,2025-10-31,2025-11-04,3333.33,3180.75,-152.58,-4.58,-0.020025,False
FDX,2025-10-31,2025-11-06,3333.33,3429.11,95.78,2.87,0.020746,False
TSLA,2025-10-31,2025-11-10,3333.33,3286.21,-47.12,-1.41,0.019396,False
AMZN,2025-11-03,2025-11-04,3333.33,3272.61,-60.72,-1.82,-0.004975,False
AAPL,2025-11-03,2025-11-04,3333.33,3310.69,-22.64,-0.68,-0.004453,False
ASML,2025-11-03,2025-11-04,3333.33,3297.40,-35.94,-1.08,0.003134,False
PLD,2025-11-03,2025-11-04,3333.33,3353.93,20.59,0.62,0.007759,False
CVX,2025-11-03,2025-11-05,3333.33,3259.91,-73.42,-2.20,-0.019131,False
V,2025-11-03,2025-11-05,3333.33,3325.76,-7.57,-0.23,-0.010700,False
HON,2025-11-03,2025-11-11,3333.33,3261.37,-71.97,-2.16,-0.015848,False
BKSY,2025-11-04,2025-11-05,3333.33,3355.41,22.08,0.66,-0.034879,False
AI,2025-11-04,2025-11-05,3333.33,3215.97,-117.36,-3.52,-0.038362,False
NFLX,2025-11-04,2025-11-05,3333.33,3292.37,-40.96,-1.23,-0.005763,False
XOM,2025-11-04,2025-11-05,3333.33,3351.96,18.62,0.56,0.005981,False
GOOG,2025-11-04,2025-11-06,3333.33,3423.55,90.21,2.71,0.003106,False
NEE,2025-11-04,2025-11-06,3333.33,3345.78,12.44,0.37,-0.000988,False
GS,2025-11-04,2025-11-07,3333.33,3355.41,22.08,0.66,0.015269,False
JNJ,2025-11-04,2025-11-10,3333.33,3320.14,-13.20,-0.40,0.000143,False
BA,2025-11-04,2025-11-14,3333.33,3203.65,-129.68,-3.89,-0.016356,False
SPOT,2025-11-04,2025-11-18,3333.33,3375.57,42.23,1.27,0.006188,False
SOFI,2025-11-05,2025-11-06,3333.33,3395.24,61.90,1.86,0.016883,False
LLY,2025-11-05,2025-11-06,3333.33,3385.37,52.04,1.56,0.013601,False
PEG,2025-11-05,2025-11-06,3333.33,3261.34,-72.00,-2.16,-0.026447,False
PLTR,2025-11-05,2025-11-07,3333.33,3086.28,-247.05,-7.41,-0.005144,False
AMZN,2025-11-05,2025-11-10,3333.33,3325.21,-8.12,-0.24,0.004130,False
AMT,2025-11-05,2025-11-10,3333.33,3261.45,-71.89,-2.16,-0.005787,False
PGR,2025-11-05,2025-11-18,3333.33,3573.77,240.44,7.21,-0.002797,False
PLD,2025-11-05,2025-11-27,3333.33,3418.72,85.39,2.56,-0.005789,False
TTWO,2025-11-06,2025-11-07,3333.33,3087.63,-245.70,-7.37,-0.002415,False
XOM,2025-11-06,2025-11-07,3333.33,3374.80,41.47,1.24,0.006814,False
ADBE,2025-11-06,2025-11-11,3333.33,3302.95,-30.38,-0.91,-0.014712,False
MA,2025-11-06,2025-11-18,3333.33,3243.60,-89.73,-2.69,0.005021,False
NFLX,2025-11-06,2025-11-21,3333.33,3215.06,-118.27,-3.55,0.002000,False
ABBV,2025-11-06,2025-11-26,3333.33,3554.31,220.98,6.63,0.012930,False
INCY,2025-11-07,2025-11-10,3333.33,3386.88,53.55,1.61,0.004102,False
ISRG,2025-11-07,2025-11-10,3333.33,3425.32,91.98,2.76,0.027595,False
IRM,2025-11-07,2025-11-10,3333.33,3427.87,94.53,2.84,0.028360,False
UPS,2025-11-07,2025-11-27,3333.33,3459.47,126.14,3.78,0.024534,False
IONQ,2025-11-10,2025-11-11,3333.33,3134.21,-199.12,-5.97,-0.047576,False
AAPL,2025-11-10,2025-11-11,3333.33,3342.61,9.28,0.28,0.001539,False
CVX,2025-11-10,2025-11-11,3333.33,3359.07,25.73,0.77,0.001335,False
IQV,2025-11-10,2025-11-11,3333.33,3350.50,17.17,0.52,-0.000639,False
PNR,2025-11-10,2025-11-18,3333.33,3151.12,-182.22,-5.47,0.006844,False
INVH,2025-11-10,2025-11-19,3333.33,3295.80,-37.53,-1.13,0.004504,False
PCG,2025-11-10,2025-11-20,3333.33,3220.47,-112.87,-3.39,0.002731,False
LULU,2025-11-11,2025-11-12,3333.33,3357.72,24.39,0.73,-0.001986,False
TTWO,2025-11-11,2025-11-12,3333.33,3421.37,88.04,2.64,0.025089,False
LLY,2025-11-11,2025-11-12,3333.33,3413.42,80.09,2.40,0.019957,False
BLK,2025-11-11,2025-11-12,3333.33,3345.05,11.71,0.35,0.002984,False
SOFI,2025-11-11,2025-11-13,3333.33,3479.55,146.21,4.39,0.020824,False
TSLA,2025-11-11,2025-11-14,3333.33,2978.35,-354.99,-10.65,0.000441,False
AMZN,2025-11-11,2025-11-17,3333.33,3154.52,-178.81,-5.36,0.002442,False
PEP,2025-11-11,2025-11-26,3333.33,3396.45,63.11,1.89,0.011211,False
IONQ,2025-11-12,2025-11-13,3333.33,3041.00,-292.33,-8.77,-0.066763,False
ROK,2025-11-12,2025-11-13,3333.33,3303.58,-29.75,-0.89,0.002113,False
ADBE,2025-11-12,2025-11-13,3333.33,3345.60,12.26,0.37,0.009040,False
COP,2025-11-12,2025-11-13,3333.33,3340.24,6.91,0.21,-0.002565,False
NVDA,2025-11-12,2025-11-19,3333.33,3166.28,-167.06,-5.01,-0.008804,False
BKSY,2025-11-13,2025-11-14,3333.33,2860.50,-472.84,-14.19,-0.108240,False
PLTR,2025-11-13,2025-11-14,3333.33,3095.12,-238.22,-7.15,-0.046423,False
BBD-B.TO,2025-11-13,2025-11-14,3333.33,3132.40,-200.94,-6.03,-0.048029,False
LLY,2025-11-13,2025-11-14,3333.33,3334.49,1.15,0.03,0.011285,False
AI,2025-11-13,2025-11-17,3333.33,3207.74,-125.59,-3.77,-0.030386,False
LULU,2025-11-13,2025-11-27,3333.33,3532.88,199.55,5.99,-0.003839,False
LLY,2025-11-18,2025-11-19,3333.33,3374.78,41.45,1.24,0.012762,False
NEE,2025-11-18,2025-11-20,3333.33,3286.97,-46.37,-1.39,-0.015479,False
DUK,2025-11-18,2025-11-20,3333.33,3252.52,-80.81,-2.42,-0.013309,False
KLAC,2025-11-18,2025-11-20,3333.33,3524.10,190.76,5.72,0.006733,False
IONQ,2025-11-18,2025-11-21,3333.33,3043.04,-290.29,-8.71,0.036036,False
SOFI,2025-11-18,2025-11-21,3333.33,3124.26,-209.08,-6.27,-0.009008,False
PANW,2025-11-18,2025-11-21,3333.33,3074.51,-258.82,-7.76,-0.006659,False
OXY,2025-11-18,2025-11-25,3333.33,3312.42,-20.91,-0.63,0.022068,False
SCHD,2025-11-18,2025-11-26,3333.33,3372.24,38.91,1.17,0.007337,False
IYW,2025-11-18,2025-11-27,3333.33,3370.51,37.17,1.12,-0.006701,False
AMAT,2025-11-18,2025-11-27,3333.33,3646.30,312.96,9.39,-0.005325,False
FDX,2025-11-18,2025-11-27,3333.33,3482.75,149.41,4.48,0.002174,False
LLY,2025-11-20,2025-11-21,3333.33,3321.55,-11.79,-0.35,-0.001737,False
SPOT,2025-11-20,2025-11-24,3333.33,3162.64,-170.69,-5.12,-0.042055,False
NVDA,2025-11-20,2025-11-25,3333.33,2994.78,-338.55,-10.16,-0.073905,False
GS,2025-11-20,2025-11-25,3333.33,3339.60,6.27,0.19,-0.023155,False
AVGO,2025-11-20,2025-11-27,3333.33,3599.15,265.82,7.97,-0.048449,False
ROK,2025-11-20,2025-11-27,3333.33,3423.08,89.75,2.69,-0.032962,False
TSLA,2025-11-20,2025-11-27,3333.33,3418.49,85.15,2.55,-0.041472,False
META,2025-11-25,2025-11-26,3333.33,3397.93,64.60,1.94,0.017298,False
IONQ,2025-11-25,2025-11-27,3333.33,3354.54,21.21,0.64,0.009448,False
BKSY,2025-11-25,2025-11-27,3333.33,3661.34,328.01,9.84,0.063540,False
